index,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
374,개,어플라우즈 (APPLAWS),파우치 인삼스프에 닭고기와 야채,"퍼피,어덜트,시니어,전연령",습식간식,"닭고기(가슴살), 인삼달인물, 호박, 당근, 완두콩, 쌀",조단백 10.0% 조지방 2.1% 조섬유 0.5% 조회분 1.5% 수분 84.0%,검류미함유,150g,507 kcal/kg (76 kcal/파우치),"닭고기(가슴살), 인삼달인물, 호박","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 습식간식 중량 150g 주재료 닭고기(가슴살), 인삼달인물, 호박 식단정보 검류미함유 칼로리 507 kcal/kg (76 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-21488호,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_dog_B004DT2347ss_thumb01.png
375,개,폴카독베이커리 (POLKADOG BAKERY),ALL 써프앤터프 파티팩,"어덜트,시니어",건사료,"뼈를 발라낸 연어, 연어 분말, 타피오카, 완두콩, 렌틸콩, 병아리콩, 완두 분말, 카놀라오일, 코코넛 오일, 탄산칼슘, 제이인산칼슘, 천연 생선향, 염화나트륨, 건조 치커리 뿌리, 염화콜린, 염화칼륨, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, d-판토텐산칼슘, 티아민 모노니트레이트, 베타카로틴, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 황산제일철, 요오드산칼슘, 산화망간, 셀레늄이스트), 타우린, 건조 로즈마리",조단백 24%  조지방 12%  칼슘 1.1%  인 0.8%  수분 10%,"단일육류단백질,그레인프리,글루텐프리",1.3kg,"4,084 kcal/kg","뼈를 발라낸 연어, 연어 분말, 타피오카","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.3kg 주재료 뼈를 발라낸 연어, 연어 분말, 타피오카 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,084 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/deal_polkadogbakery_all_B005AT11_thumb01.png
376,개,노스웨스트 (NORTHWEST NATURALS),ALL 내추럴 동결건조 트릿 새우,"퍼피,키튼,어덜트,시니어,전연령",동결건조 간식,새우,조단백 80.0%  조지방 5.0%  조섬유 0.05% 조회분 6.0% 수분 5.0%,"그레인프리,글루텐프리",28g,"3,139 kcal/kg (3 kcal/조각)",새우,"연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 28g 주재료 새우 식단정보 그레인프리,글루텐프리 칼로리 3,139 kcal/kg (3 kcal/조각) 원산지/제조사 미국/North West Naturals",미국/North West Naturals,제 GGHA50245호,https://cdn.purplesto.re/media/store/sale/main_image/northwest_all_B014AT05_thumb01.png
377,개,윔지스 (WHIMZEES),플로우랩 스틱 XS,"퍼피,어덜트,시니어,전연령",껌,"감자전분, 글리세린, 셀룰로오스 분말, 레시틴, 효모, 맥아 추출물, 루핀, 파프리카, 알팔파 추출물",조단백 1.1% 조지방 2.0% 조섬유 13.7% 조회분 2.4% 수분 12.0%,"그레인프리,글루텐프리,비유전자변형,채식",60g (8개입),"3,467 kcal/kg (26 kcal/개)","감자전분, 글리세린, 셀룰로오스 분말","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 껌 중량 60g (8개입) 주재료 감자전분, 글리세린, 셀룰로오스 분말 식단정보 그레인프리,글루텐프리,비유전자변형,채식 칼로리 3,467 kcal/kg (26 kcal/개) 원산지/제조사 네덜란드/Paragon Pet Products",네덜란드/Paragon Pet Products,제 서울-18050호,https://cdn.purplesto.re/media/store/sale/main_image/whimzees_dog_B070DT11_thumb01.png
378,개,로렌츠 (LORENZ),스틱 오리 고구마,"퍼피,어덜트,시니어,전연령",습식 간식,"오리 순살, 무농약 고구마, 무농약 당근, 무농약 아로니아, 유기농 쌀가루",성분등록번호 EEGS90068 조단백 5.6%  조지방 1.2%  조섬유 1.0%  조회분 1.0%  수분 92.9% ,검류미함유,120g(15g x 8개입),934 kcal/kg (14 kcal/스틱),"오리 순살, 무농약 고구마, 무농약 당근","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 습식 간식 중량 120g(15g x 8개입) 주재료 오리 순살, 무농약 고구마, 무농약 당근 식단정보 검류미함유 칼로리 934 kcal/kg (14 kcal/스틱) 원산지/제조사 대한민국/(주)코리아펫푸드",대한민국/(주)코리아펫푸드,EEGS90068,https://cdn.purplesto.re/media/store/sale/main_image/lorenz_dog_B060DT01_thumb01.png
379,고양이,보레알 (BOREAL),주식캔 치킨&연어,"어덜트,시니어",습식 사료,"치킨, 치킨육수, 연어, 치킨간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.75%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",156g,"1,050 kcal/kg","치킨, 치킨육수, 연어","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 치킨육수, 연어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 CCBZZ0008호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF10_thumb01_qeHwQMc.png
380,개,리치즈박스 (RICHZ BOX),치킨야미 레귤러,"퍼피,어덜트,시니어,전연령",동결건조 간식,"닭 가슴살, 닭 심장, 송화버섯, 미역귀, 당근, 청경채, 난각",조단백 79% 조지방 3% 조섬유 1% 조회분 11% 수분 5%,"그레인프리,글루텐프리",45g,"3,833 kcal/kg (약 4 kcal/트릿)","닭 가슴살, 닭 심장, 송화버섯","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 45g 주재료 닭 가슴살, 닭 심장, 송화버섯 식단정보 그레인프리,글루텐프리 칼로리 3,833 kcal/kg (약 4 kcal/트릿) 원산지/제조사 대한민국/리치즈",대한민국/리치즈,제 ZZR0Y0021호,https://cdn.purplesto.re/media/store/sale/main_image/richzbox_dog_B121DT03_thumb01.png
381,개,빅스비 (BIXBI),러블 건사료 치킨,"퍼피,어덜트,시니어,전연령",건사료,"닭고기, 완두, 렌즈콩, 달걀, 코코넛, 계유(혼합토코페롤함유), 천연향(닭고기), 코코넛오일, 호박, 연어오일, 민들레, 라즈베리, 제삼인산칼슘, 탄산칼슘, 염화콜린(비타민), 미네랄류(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 망간단백질화합물, 셀렌산나트륨, 요오드칼슘), 비타민류(비타민E, 나이아신, 판톤텐산칼슘, 리보플라빈, 비타민A, 치아민질산염(비타민B1), 피리독신염산염(비타민B6), 비타민B12, 엽산, 비타민D3, 혼합토코페롤, 로즈마리추출물, 소금",조단백 30%  조지방 17%  칼슘 1.46%  인 0.92%  수분 12%,"단일육류단백질,그레인프리,글루텐프리",10.8kg,"3,700 kcal/kg","닭고기, 완두, 렌즈콩","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 10.8kg 주재료 닭고기, 완두, 렌즈콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,700 kcal/kg 원산지/제조사 미국/BIXBIPET",미국/BIXBIPET,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/bixbi_dog_B111DF08_thumb01.png
382,개,로투스 (LOTUS),오븐베이크 닭고기 시니어,시니어,건사료,"닭고기, 호밀, 닭간, 정어리, 현미, 보리, 귀리, 맥주 건조 효모, 완두콩 섬유질, 완두콩 단백질, 닭고기 지방, 탄산칼슘, 호박, 시금치, 사과, 고구마, 당근, 블루베리, 피로피온산 칼슘, 연어오일, 염화칼륨, 올리브오일, 소금, 마늘, 통 아마씨, 아연, 비타민E, 글루코사민, 철, 콘드로이틴, 염화콜린, 락토바실러스 아시도필루스, 구리, 망간, 니아신, 비타민A, 판토텐산 칼슘, 말린 다시마, 유카 추출물, 이눌린, 리보플라빈, 티아민, 비타민D3, 비타민B12, 피리독신, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물.",조단백 20.56%  조지방 11.67%  칼슘 0.45%  인 0.49%  수분 10.0%,비유전자변형,85g,"3,343 kcal/kg","닭고기, 호밀, 닭간","연령구분 시니어 푸드타입 건사료 중량 85g 주재료 닭고기, 호밀, 닭간 식단정보 비유전자변형 칼로리 3,343 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/lotus_dog_B020DF09_thumb01.png
383,고양이,헤일로 (HALO),키튼 그레인프리 흰살생선 레시피,"키튼,어덜트,시니어,전연령",습식사료,"흰살생선, 칠면조, 칠면조육수, 야채육수, 칠면조 간, 연어, 연어오일, 천연향미제합제(글루탐산, 글루코오스), 아마씨, 한천, 염화칼륨, 타우린, 크랜베리, 소금, 염화콜린, 민들레어린잎, 황산마그네슘, 유카추출물, 파슬리, 미량광물질류합제(철-단백딜화합물, 아연-단백질화합물 등), 비타민제합제(비타민E, 나이아신 등), 비타민B1질산염",조단백 11.7%  조지방 6.2%  칼슘 0.6%  인 0.5%  수분 77.7%,"그레인프리,글루텐프리,비유전자변형",85g,"1,119 kcal/kg (96 kcal/캔)","흰살생선, 칠면조, 칠면조육수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 흰살생선, 칠면조, 칠면조육수 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 1,119 kcal/kg (96 kcal/캔) 원산지/제조사 미국/Halo pet",미국/Halo pet,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF18_thumb01.png
384,고양이,고! (GO!),데일리디펜스 치킨,"어덜트,시니어",건사료,"닭고기, 통현미, 오트밀, 연어, 천연맛, 해바라기씨오일, 왕겨, 사과, 당근, 감자, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등), L-리진",조단백 30.0%  조지방 20.0%  칼슘 1.2%  인 0.8%  수분 10.0%,-,7.2kg,"4,604 kcal/kg","닭고기, 통현미, 오트밀","연령구분 어덜트,시니어 푸드타입 건사료 중량 7.2kg 주재료 닭고기, 통현미, 오트밀 식단정보 - 칼로리 4,604 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF01_thumb01.png
385,개,스텔라앤츄이스 (STELLA&CHEWY'S),브로스 토퍼 케이지프리 치킨 325ml,"퍼피,어덜트,시니어,전연령",음료(육수),"닭 뼈 육수, 닭고기, 타피오카 전분, 강황",조단백 3.5% 조지방 0.3% 조섬유 1.0% 조회분 0.4% 수분 96.0%,"그레인프리,글루텐프리",325ml,202 kcal/kg (62 kcal/팩),"닭 뼈 육수, 닭고기, 타피오카 전분","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 음료(육수) 중량 325ml 주재료 닭 뼈 육수, 닭고기, 타피오카 전분 식단정보 그레인프리,글루텐프리 칼로리 202 kcal/kg (62 kcal/팩) 원산지/제조사 미국/Stella & Chewy’s",미국/Stella & Chewy’s,제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/stellaandchewys_dog_B026DT05_thumb01.png
386,개,올박스 (ALL BARKS),부시 버거스,"퍼피,어덜트,시니어,전연령",건조간식,"캥거루 고기 80%, 캥거루 장기 20%",조단백 68% 조지방 11.6% 조회분 8.9% 수분 15.7%,"단일육류단백질,그레인프리,글루텐프리",130g,"3,600 kcal/kg","캥거루 고기, 캥거루 장기","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 130g 주재료 캥거루 고기, 캥거루 장기 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,600 kcal/kg 원산지/제조사 호주/All Barks Pty Ltd",호주/All Barks Pty Ltd,CCC020016호,https://cdn.purplesto.re/media/store/sale/main_image/allbarks_dog_B056DT02_thumb01.png
387,개,골드로니 (GOLDRONY),ALL 예스무스 필수비타민,"퍼피,키튼,어덜트,시니어,전연령",습식 간식,"정제수, 산양유(유기농), 마누카(뉴질랜드), 귀리, 옥수수, 타피오카, 베타글루칸, 레시틴, 비타민 E/C/A, 마그네슘, 인",조단백 1.8%  조지방 1.5%  조섬유 1.0%  조회분 2.0%  수분 91% ,음수량충전,60g,"1,066 kcal/kg (16 kcal/스틱)","정제수, 산양유, 마누카","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 습식 간식 중량 60g 주재료 정제수, 산양유, 마누카 식단정보 음수량충전 칼로리 1,066 kcal/kg (16 kcal/스틱) 원산지/제조사 대한민국/(주)펫원",대한민국/(주)펫원,제 55VZN0038호,https://cdn.purplesto.re/media/store/sale/main_image/goldrony_all_B062AT04_thumb01.png
388,고양이,노스웨스트 (NORTHWEST NATURALS),내추럴 동결건조 화이트피쉬,"키튼,어덜트,시니어,전연령",동결건조 사료,"흰살생선, 뼈를 포함한 흰살생선, 달걀, 덜스파우더, 켈프, 증류수(Distilled Water), 젤라틴, Ground Flaxseed, 차전자피 가루, 연어 오일, 이눌린, 염화칼륨, 염화 나트륨, 혼합 토코페놀(Mixed Tocopherols(as a presertive)), 생선기름, Zinc Proteinate, Vitamin E Supplement, Taurine, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Vitamin A, Vitamin B6, Thiamin Mononitrate, Vitamin D3 Supplement.",조단백 45%  조지방 15%  칼슘 2.75%  인 1.7%  수분 5%,"단일육류단백질,그레인프리,글루텐프리",311g,"3,455 kcal/kg","흰살생선, 뼈를 포함한 흰살생선, 달걀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 동결건조 사료 중량 311g 주재료 흰살생선, 뼈를 포함한 흰살생선, 달걀 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,455 kcal/kg 원산지/제조사 미국/Northwest Naturals",미국/Northwest Naturals,,https://cdn.purplesto.re/media/store/sale/main_image/northwest_cat_B014CF14_thumb01.png
389,고양이,로우즈 (RAWZ),슈레디드 주식캔 참치&연어,"키튼,어덜트,시니어,전연령",습식사료,"참치, 생선 육수, 연어, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨 오일, 염화칼슘, 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 타우린, 염화칼륨, 소금",조단백 14.1%  조지방 3.27%  칼슘 0.35%  인 0.19%  수분 82%,검류미함유,85g,854 kcal/kg (73kcal/85g 캔),"참치, 생선 육수, 연어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 참치, 생선 육수, 연어 식단정보 검류미함유 칼로리 854 kcal/kg (73kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 4421J0017호,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF14_thumb01.png
390,개,스티브스 리얼푸드 (STEVE'S REAL FOOD),ALL 토퍼 에그오버이지,"퍼피,키튼,어덜트,시니어,전연령",토퍼,"계란, 돼지심장",조단백 42% 조지방 24% 조섬유 0.0% 조회분 4.16% 수분 6%,"그레인프리,글루텐프리,비유전자변형",141g,"4,490 kcal/kg","계란, 돼지심장","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 토퍼 중량 141g 주재료 계란, 돼지심장 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 4,490 kcal/kg 원산지/제조사 미국/Steve's Real Food",미국/Steve's Real Food,제 GGHA50317 호,https://cdn.purplesto.re/media/store/sale/main_image/stevesrealfood_all_B106AT08_thumb01.png
391,개,어거스틴 어프로브드 (AGUSTINE APPROVED),ALL 다이나콜 제올라이트,"퍼피,키튼,어덜트,시니어,전연령",파우더형 건강식품,뉴질랜드산 제올라이트,수분 12.0%,"그레인프리,비동물실험,채식",80g,162.4 kcal/kg,뉴질랜드산 제올라이트,"연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 파우더형 건강식품 중량 80g 주재료 뉴질랜드산 제올라이트 식단정보 그레인프리,비동물실험,채식 칼로리 162.4 kcal/kg 원산지/제조사 호주/Augustineapproved.Pty.Ltd",호주/Augustineapproved.Pty.Ltd,CCC020025호 수분 12.0%이하,https://cdn.purplesto.re/media/store/sale/main_image/augustineapproved_all_B109AY02_thumb01.png
392,개,빅스비 (BIXBI),러블 주식캔 돼지,"퍼피,어덜트,시니어,전연령",습식사료,"돼지고기, 돼지고기육수, 돼지간, 해바라기유, 호박, 탄산칼슘, 한천, 제삼인산나트륨, 천연향, 연어오일, 제삼인산칼슘, 염화칼륨, 염화콜린, 비타민류(비타민A, 비타민D3, 비타민E, 나이아신, 판토텐산칼슘, 리보플라빈, 치아민, 피리독신염산염(비타B6), 비오틴, 비타민B12, 엽산), 미네랄류, 아연단백질화합물, 철단백질화합물, 구리단백질화합물, 망간단백질화합물, 요오드화 에틸렌디아민(요오드공급원), 혼합토코페롤, 소금, 마그네슘단백질화합물, 타우린, L-카르티닌",조단백 8.5%  조지방 8.5%  칼슘 0.48%  인 0.34%  수분 78%,"단일육류단백질,그레인프리,글루텐프리",354g,"1,223 kcal/kg (432 kcal/캔)","돼지고기, 돼지고기육수, 돼지간","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 습식사료 중량 354g 주재료 돼지고기, 돼지고기육수, 돼지간 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 1,223 kcal/kg (432 kcal/캔) 원산지/제조사 미국/BIXBIPET",미국/BIXBIPET,AA6F60058호,https://cdn.purplesto.re/media/store/sale/main_image/bixbi_dog_B111DF07_thumb01.png
393,고양이,나우 (NOW),"그레인프리 키튼 , 유통기한 21년 06월 05일","키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 건조계란, 카놀라오일, 완두콩섬유, 토마토, 천연향, 아마씨, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 당근, 호박, 사과, 바나나, 블루베리, 크랜베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지치즈, 알팔파 싹, 제이인산 칼슘, 자연건조 알팔파, 건조 켈프, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼슘, DL-메티오닌, 타우린, 건조 해초분말, 비타민합제(비타민E, L-아스코빌~ 2-폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, d-판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제아연단백질화합물 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀 렌산나트륨), L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게로 건조 아스퍼질러스 오리제, 효모추출물, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리",조단백 33%  조지방 20%  칼슘 1%  인 0.8%  수분 8%,"그레인프리,글루텐프리",100g,"3,947 kcal/kg","뼈를 발라낸 칠면조, 감자분말, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 100g 주재료 뼈를 발라낸 칠면조, 감자분말, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,947 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 ZZR0Y0024호,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF01_thumb02.png
394,개,로투스 (LOTUS),오븐베이크 닭고기 어덜트,"어덜트,시니어",건사료,"닭고기, 닭고기 분말, 호밀, 현미, 보리, 귀리, 흰살생선, 닭고기지방, 완두콩섬유질, 아마씨, 건조계란, 맥주 건조 효모, 프로피온산칼슘, 당근, 고구마, 사과, 블루베리, 시금치, 호박, 염화칼륨, 연어오일, 올리브오일, 소금, 마늘, L-아스코빌-2-폴리인사아연, 철, 탄산칼슘, 비타민 E, 구리, 망간, 니아신, 비타민A, 판토텐산칼슘, 유카 추출물, 말린 다시마, 이눌린, 락토바실러스 아시도필루스, 리보플라빈, 티아민, 비타민D3, 비타민B12, 피리독신, 요오드산 칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물.",조단백 24.23%  조지방 12.12%  칼슘 0.84%  인 0.76%  수분 10.0%,비유전자변형,85g,"3,567 kcal/kg","닭고기, 닭고기 분말, 호밀","연령구분 어덜트,시니어 푸드타입 건사료 중량 85g 주재료 닭고기, 닭고기 분말, 호밀 식단정보 비유전자변형 칼로리 3,567 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/lotus_dog_B020DF10_thumb01.png
395,고양이,캣만두 (CATMANDOO),라이프 에센셜 스프링클스 치킨,"키튼,어덜트,시니어,전연령",토퍼(부스터),닭고기 100%,조단백 74.0% 조지방 14.0% 조회분 7.0% 수분 6.0%,"그레인프리,글루텐프리",57g,"약 3,710 kcal/kg",닭고기,"연령구분 키튼,어덜트,시니어,전연령 푸드타입 토퍼(부스터) 중량 57g 주재료 닭고기 식단정보 그레인프리,글루텐프리 칼로리 약 3,710 kcal/kg 원산지/제조사 미국/Cat-man-doo",미국/Cat-man-doo,제 99QOD0001호,https://cdn.purplesto.re/media/store/sale/main_image/catmandoo_cat_B034CT03_thumb01.png
396,고양이,그랜마메이스 (GRANDMAMAES),그레인프리 웨이트컨트롤&헤어볼,"키튼,어덜트,시니어,전연령",건사료,"닭고기분말, 건계란, 송어분말, 천연닭간향, 닭지방, 렌틸콩, 완두분말, 타피오카, 맥아효모, 노란완두콩, 고구마, 완두단백, 건조토마토포마스, 유카시디게라추출물, 셀룰로즈파우더, 레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린, 비타민E보충제, 니아신, 비타민B1질산염, 염산피리독신, 리보플라빈, 아스코르빅산, 비오틴, 판토텐산D칼슘, 비타민B12보충제, 비타민A아세테이트, 비타민D3보충제, 엽산, 염화칼륨, 황산제1철, 황산아연, 아연단백화합제, 철분단백화합제, 산화망간, 아셀렌산나트륨, 요오드산칼슘 업체 제공 원재료: 치킨밀, 노란완두콩, 렌틸콩, 완두콩가루, 고구마, 닭지방(믹스토코페롤로보존), 건조 달걀, 화이트피쉬밀, 완두콩단백질, 타피오카, 천연닭간향료, 맥주효모, 섬유소가루, 건조토마토포메이스,레시틴, DL-메티오닌, 탄산칼슘, L-라이신, 소금, 타우린,, 유카시디게라추출물, 비타민E, 나이아신, 티아민, 염산피리독신, 리보플라빈, 아스코빅산, 비오틴, 판토텐산칼슘, 비타민B12, 비타민A, 비타민D3, 엽산, 염화칼륨, 황산철, 황산아연, 아연단백화합물, 철단백화합물, 황산동, 산화아연, 황산마그네슘.. 망간단백화합물, 구리단백화합물, 아셀레나트륨, 요오드화칼슘 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요.",조단백 30%  조지방 10%  칼슘 1.15%  인 0.9%  수분 10%,"그레인프리,글루텐프리,체중조절",1.8kg,"2,950 kcal/kg","닭고기분말, 건계란, 송어분말","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.8kg 주재료 닭고기분말, 건계란, 송어분말 식단정보 그레인프리,글루텐프리,체중조절 칼로리 2,950 kcal/kg 원산지/제조사 미국/SOUTHERN TIER PET NUTRTION. USA",미국/SOUTHERN TIER PET NUTRTION. USA,EEGSB0043호,https://cdn.purplesto.re/media/store/sale/main_image/grandmamaes_cat_B120CF03_thumb01.png
397,개,프로덴 (PRODEN),플라그오프 덴탈 케어 본 터키&크랜베리,"퍼피,어덜트,시니어,전연령",껌,"천연해초추출물, 말린감자, 식물성글리세린, 말린해조분말, 레시틴, 정제수, 젤라틴, 칠면조고기, 알팔파, 천연터키향, 크랜베리, 아마씨드, 베타카로틴, 강황, 천연구연산",조단백 10% 조지방 3.0% 조섬유 2.0% 조회분 4.0% 수분 15%,"그레인프리,글루텐프리",482g (13개입),"3,050 kcal/kg (113 kcal/개)","천연해초추출물, 말린감자, 식물성글리세린","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 껌 중량 482g (13개입) 주재료 천연해초추출물, 말린감자, 식물성글리세린 식단정보 그레인프리,글루텐프리 칼로리 3,050 kcal/kg (113 kcal/개) 원산지/제조사 미국/SwedenCare",미국/SwedenCare,제 서울-20006호,https://cdn.purplesto.re/media/store/sale/main_image/proden_dog_B051DT06_thumb01.png
398,고양이,보레알 (BOREAL),"오리지널 그레인프리 칠면조&송어, 유통기한 21년 09월 30일","키튼,어덜트,시니어,전연령",건사료,"칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물.",조단백 36%  조지방 16%  칼슘 1.8%  인 1.1%  수분 10%,"그레인프리,글루텐프리",2.2kg,"3,492 kcal/kg","칠면조, 송어, 청어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 칠면조, 송어, 청어 식단정보 그레인프리,글루텐프리 칼로리 3,492 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF03_thumb01.png
